GEOID,NAME,B01002_001_estimate,population_estimate,total_race_estimate,white_estimate,med_inc_estimate,owners_estimate,renters_estimate,perc_poverty_estimate,B01002_001_moe,population_moe,total_race_moe,white_moe,med_inc_moe,owners_moe,renters_moe,perc_poverty_moe,LOCAL.HEALTH.UNIT,OPERATION.NAME,CITY,STATE,ZIP,MUNICIPALITY,COUNTY,VENDOR.TYPE,CREATION.DATE,LOCATION,LAT,LONG,ADDRESS,census_code,census_tract
36005001902,Census Tract 19.02; Bronx County; New York,35.2,1883,1883,426,67375,71,397,32.3,5.2,458,458,121,24301,42,98,13.0,NYC,SPEEDWAY LLC  SPEEDWAY #07811,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"126 BRUNKNER BOULEVARD BRONX, NY 10454 (40.803975412, -73.921135577)",40.803975412,-73.921135577,"126 BRUNKNER BOULEVARD BRONX, NY 10454 ",360050019021042,36005001902
36005002300,Census Tract 23; Bronx County; New York,32.4,4528,4528,1936,19743,0,1923,47.3,4.0,596,596,526,6261,13,201,10.9,NYC,W DELI GROCERY CORP,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"165 LINCOLN AVENUE BRONX, NY 10454 (40.809248467, -73.928652971)",40.809248467,-73.928652971,"165 LINCOLN AVENUE BRONX, NY 10454 ",360050023001002,36005002300
36005002500,Census Tract 25; Bronx County; New York,32.8,5642,5642,1562,27378,101,1843,44.5,4.7,741,741,430,10797,97,158,9.7,NYC,SKY MANHATTAN,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"430 EAST 138TH STREET BRONX, NY 10454 (40.808472806, -73.921777799)",40.808472806,-73.921777799,"430 EAST 138TH STREET BRONX, NY 10454 ",360050025003000,36005002500
36005002500,Census Tract 25; Bronx County; New York,32.8,5642,5642,1562,27378,101,1843,44.5,4.7,741,741,430,10797,97,158,9.7,NYC,"JORDAN DELICATESSEN 3, CORP",BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"206 WILLIS AVENUE BRONX, NY 10454 (40.807827525, -73.923611927)",40.807827525,-73.923611927,"206 WILLIS AVENUE BRONX, NY 10454 ",360050025004000,36005002500
36005002500,Census Tract 25; Bronx County; New York,32.8,5642,5642,1562,27378,101,1843,44.5,4.7,741,741,430,10797,97,158,9.7,NYC,B & E FAMILY DISCOUNT INC.,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"230 BROOK AVENUE BRONX, NY 10454 (40.807298124, -73.919232131)",40.807298124,-73.919232131,"230 BROOK AVENUE BRONX, NY 10454 ",360050025001000,36005002500
36005002500,Census Tract 25; Bronx County; New York,32.8,5642,5642,1562,27378,101,1843,44.5,4.7,741,741,430,10797,97,158,9.7,NYC,548 MOON LIGHT CANDY GROCERY CORP,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"548 EAST 138TH STREET BRONX, NY 10454 (40.806769897, -73.91773856)",40.806769897,-73.91773856,"548 EAST 138TH STREET BRONX, NY 10454 ",360050025001000,36005002500
36005002500,Census Tract 25; Bronx County; New York,32.8,5642,5642,1562,27378,101,1843,44.5,4.7,741,741,430,10797,97,158,9.7,NYC,BX CONVENIENCE CORP,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"526 EAST 138 STREET BRONX, NY 10454 (40.807128516, -73.918596867)",40.807128516,-73.918596867,"526 EAST 138 STREET BRONX, NY 10454 ",360050025001000,36005002500
36005002500,Census Tract 25; Bronx County; New York,32.8,5642,5642,1562,27378,101,1843,44.5,4.7,741,741,430,10797,97,158,9.7,NYC,206 SAMY GOURMET DELI CORP,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"206 WILLIS AVENUE BRONX, NY 10454 (40.807827525, -73.923611927)",40.807827525,-73.923611927,"206 WILLIS AVENUE BRONX, NY 10454 ",360050025004000,36005002500
36005002500,Census Tract 25; Bronx County; New York,32.8,5642,5642,1562,27378,101,1843,44.5,4.7,741,741,430,10797,97,158,9.7,NYC,"JORDAN DELICATE DELI 3, CORP.",BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"211 SAINT ANNS AVENUE BRONX, NY 10454 (40.806310191, -73.918020359)",40.806310191,-73.918020359,"211 SAINT ANNS AVENUE BRONX, NY 10454 ",360050025001000,36005002500
36005002500,Census Tract 25; Bronx County; New York,32.8,5642,5642,1562,27378,101,1843,44.5,4.7,741,741,430,10797,97,158,9.7,NYC,217 BAITOA DELI GROCERY CORP,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"217 ST ANNS AVENUE BRONX, NY 10454 (40.80649057, -73.917888344)",40.80649057,-73.917888344,"217 ST ANNS AVENUE BRONX, NY 10454 ",360050025001000,36005002500
36005002500,Census Tract 25; Bronx County; New York,32.8,5642,5642,1562,27378,101,1843,44.5,4.7,741,741,430,10797,97,158,9.7,NYC,FAMILY TIME GROCERY & CANDY INC,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"460 EAST 138TH STREET BRONX, NY 10454 (40.808174662, -73.921061817)",40.808174662,-73.921061817,"460 EAST 138TH STREET BRONX, NY 10454 ",360050025003000,36005002500
36005002500,Census Tract 25; Bronx County; New York,32.8,5642,5642,1562,27378,101,1843,44.5,4.7,741,741,430,10797,97,158,9.7,NYC,CONVENIENCE & SMOKE INCORPORATED,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"545 EAST 137TH  STREET BRONX, NY 10454 (40.806469825, -73.91844683)",40.806469825,-73.91844683,"545 EAST 137TH  STREET BRONX, NY 10454 ",360050025001000,36005002500
36005002500,Census Tract 25; Bronx County; New York,32.8,5642,5642,1562,27378,101,1843,44.5,4.7,741,741,430,10797,97,158,9.7,NYC,RELEAF LAND CORP,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"221 BROOK AVENUE BRONX, NY 10454 (40.807104544, -73.919756754)",40.807104544,-73.919756754,"221 BROOK AVENUE BRONX, NY 10454 ",360050025001001,36005002500
36005002500,Census Tract 25; Bronx County; New York,32.8,5642,5642,1562,27378,101,1843,44.5,4.7,741,741,430,10797,97,158,9.7,NYC,WILLIS GROCERY AND DELI CORP,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"408 EAST 138TH STREET BRONX, NY 10454 (40.808874299, -73.922713387)",40.808874299,-73.922713387,"408 EAST 138TH STREET BRONX, NY 10454 ",360050025003000,36005002500
36005002500,Census Tract 25; Bronx County; New York,32.8,5642,5642,1562,27378,101,1843,44.5,4.7,741,741,430,10797,97,158,9.7,NYC,SKY CONVENIENCE 1 CORP,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"440 EAST 138TH STREET BRONX, NY 10454 (40.808359776, -73.92151159)",40.808359776,-73.92151159,"440 EAST 138TH STREET BRONX, NY 10454 ",360050025003000,36005002500
36005002701,Census Tract 27.01; Bronx County; New York,32.9,3335,3335,1242,21427,23,1136,55.2,4.4,534,534,374,4951,33,129,12.5,NYC,"MILI BROOK GROCERY, INC",BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"575 EAST 137TH STREET BRONX, NY 10454 (40.8061708, -73.917753815)",40.8061708,-73.917753815,"575 EAST 137TH STREET BRONX, NY 10454 ",360050027012000,36005002701
36005002702,Census Tract 27.02; Bronx County; New York,30.4,5000,5000,1602,29206,39,1491,44.0,2.8,593,593,523,12504,55,163,12.3,NYC,LOTUS JACKSON AVE GAS CORP,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"250 JACKSON AVENUE BRONX, NY 10454 (40.805146741000044, -73.91249023099994)",40.805146741,-73.9124902309999,"250 JACKSON AVENUE BRONX, NY 10454 ",360050027022000,36005002702
36005002702,Census Tract 27.02; Bronx County; New York,30.4,5000,5000,1602,29206,39,1491,44.0,2.8,593,593,523,12504,55,163,12.3,NYC,"DE LA CRUZ FIGUEROA, GENOVEVA",BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"694 EAST 141ST STREET BRONX, NY 10454 (40.807144065, -73.912613193)",40.807144065,-73.912613193,"694 EAST 141ST STREET BRONX, NY 10454 ",360050027021001,36005002702
36005002702,Census Tract 27.02; Bronx County; New York,30.4,5000,5000,1602,29206,39,1491,44.0,2.8,593,593,523,12504,55,163,12.3,NYC,LA VICTORIA GROCERY CORP,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"662 EAST 141ST STREET BRONX, NY 10454 (40.807384123, -73.913181654)",40.807384123,-73.913181654,"662 EAST 141ST STREET BRONX, NY 10454 ",360050027021001,36005002702
36005002702,Census Tract 27.02; Bronx County; New York,30.4,5000,5000,1602,29206,39,1491,44.0,2.8,593,593,523,12504,55,163,12.3,NYC,BRUCKNER PETROLEUM LLC,BRONX,NY,10454,BRONX,NEW YORK CITY,CONVENIENCE/GAS,07/10/2023,"281 BRUCKNER BOULEVARD BRONX, NY 10454 (40.805726392, -73.911243674)",40.805726392,-73.911243674,"281 BRUCKNER BOULEVARD BRONX, NY 10454 ",360050027021003,36005002702
36005002702,Census Tract 27.02; Bronx County; New York,30.4,5000,5000,1602,29206,39,1491,44.0,2.8,593,593,523,12504,55,163,12.3,NYC,NATURES BOUTIQUE SMOKE SHOP AND ACCE,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"710 EAST 138TH STREET BRONX, NY 10454 (40.804816955000035, -73.91311124599997)",40.804816955,-73.913111246,"710 EAST 138TH STREET BRONX, NY 10454 ",360050027022002,36005002702
36005002702,Census Tract 27.02; Bronx County; New York,30.4,5000,5000,1602,29206,39,1491,44.0,2.8,593,593,523,12504,55,163,12.3,NYC,"AN KASSEM, AQEEL",BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"268 CYPRESS AVENUE BRONX, NY 10454 (40.80611921, -73.914007523)",40.80611921,-73.914007523,"268 CYPRESS AVENUE BRONX, NY 10454 ",360050027022001,36005002702
36005002800,Census Tract 28; Bronx County; New York,43.3,5230,5230,3463,64308,236,2306,2.5,9.6,763,763,536,17895,122,368,2.3,NYC,1459 MIA DELI & GROCERY LLC,BRONX,NY,10473,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1459-1463 STORY AVENUE BRONX, NY 10473 (40.821463499, -73.880202805)",40.821463499,-73.880202805,"1459-1463 STORY AVENUE BRONX, NY 10473 ",360050028001015,36005002800
36005002800,Census Tract 28; Bronx County; New York,43.3,5230,5230,3463,64308,236,2306,2.5,9.6,763,763,536,17895,122,368,2.3,NYC,BLUESTAR DELI CORP.,BRONX,NY,10473,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1616 BRUCKNER BOULEVARD BRONX, NY 10473 (40.822599205, -73.874666138)",40.822599205,-73.874666138,"1616 BRUCKNER BOULEVARD BRONX, NY 10473 ",360050028001003,36005002800
36005002800,Census Tract 28; Bronx County; New York,43.3,5230,5230,3463,64308,236,2306,2.5,9.6,763,763,536,17895,122,368,2.3,NYC,MUKTI 1500 PETROLEUM INC,BRONX,NY,10473,BRONX,NEW YORK CITY,GAS STATION,07/10/2023,"1500 BRUCKNER BOULEVARD BRONX, NY 10473 (40.82319059, -73.878532208)",40.82319059,-73.878532208,"1500 BRUCKNER BOULEVARD BRONX, NY 10473 ",360050028001005,36005002800
36005002800,Census Tract 28; Bronx County; New York,43.3,5230,5230,3463,64308,236,2306,2.5,9.6,763,763,536,17895,122,368,2.3,NYC,SYLVIA'S DELI & GROCERY INC.,BRONX,NY,10473,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1616 BRUCKNER BOULEVARD BRONX, NY 10473 (40.822599205, -73.874666138)",40.822599205,-73.874666138,"1616 BRUCKNER BOULEVARD BRONX, NY 10473 ",360050028001003,36005002800
36005003100,Census Tract 31; Bronx County; New York,30.3,2559,2559,977,41370,131,900,22.7,1.0,436,436,245,14881,69,267,8.7,NYC,"M & M CONVENIENCE STORE, CORP.",BRONX,NY,10455,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"818 EAST 149TH STREET BRONX, NY 10455 (40.812429777, -73.905908341)",40.812429777,-73.905908341,"818 EAST 149TH STREET BRONX, NY 10455 ",360050031001001,36005003100
36005003100,Census Tract 31; Bronx County; New York,30.3,2559,2559,977,41370,131,900,22.7,1.0,436,436,245,14881,69,267,8.7,NYC,"LOUNGE 420, INC",BRONX,NY,10455,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"516 TIMPSON PLACE BRONX, NY 10455 (40.8107728, -73.904461206)",40.8107728,-73.904461206,"516 TIMPSON PLACE BRONX, NY 10455 ",360050031001004,36005003100
36005003100,Census Tract 31; Bronx County; New York,30.3,2559,2559,977,41370,131,900,22.7,1.0,436,436,245,14881,69,267,8.7,NYC,SHIRLEYN MINI KARKET CORP.,BRONX,NY,10455,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"808 EAST 149TH STREET BRONX, NY 10455 (40.81249151, -73.906204474)",40.81249151,-73.906204474,"808 EAST 149TH STREET BRONX, NY 10455 ",360050031001001,36005003100
36005003300,Census Tract 33; Bronx County; New York,31.3,3559,3559,1314,24122,162,1058,52.8,6.1,654,654,678,10692,99,199,15.8,NYC,STEVEN DELI & GROCERY CORP,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"325 CYPRESS AVENUE BRONX, NY 10454 (40.807787376, -73.913482062)",40.807787376,-73.913482062,"325 CYPRESS AVENUE BRONX, NY 10454 ",360050033002001,36005003300
36005003300,Census Tract 33; Bronx County; New York,31.3,3559,3559,1314,24122,162,1058,52.8,6.1,654,654,678,10692,99,199,15.8,NYC,332 BELLO MINI MARKET INC,BRONX,NY,10453,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"332 ST. ANNS STREET BRONX, NY 10453 (40.808845088, -73.915979031)",40.808845088,-73.915979031,"332 ST. ANNS STREET BRONX, NY 10453 ",360050033003001,36005003300
36005003500,Census Tract 35; Bronx County; New York,30.0,3899,3899,1598,34185,58,1420,26.8,6.7,922,922,879,5201,53,294,9.2,NYC,OSCAR DELI GROCERY CORP.,BRONX,NY,10455,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"750 EAST 149TH STREET BRONX, NY 10455 (40.812874311, -73.908070872)",40.812874311,-73.908070872,"750 EAST 149TH STREET BRONX, NY 10455 ",360050035003001,36005003500
36005003500,Census Tract 35; Bronx County; New York,30.0,3899,3899,1598,34185,58,1420,26.8,6.7,922,922,879,5201,53,294,9.2,NYC,728 EAST FOOD CORP,BRONX,NY,10455,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"728 EAST 149TH STREET BRONX, NY 10455 (40.813008757, -73.90870731)",40.813008757,-73.90870731,"728 EAST 149TH STREET BRONX, NY 10455 ",360050035003002,36005003500
36005003500,Census Tract 35; Bronx County; New York,30.0,3899,3899,1598,34185,58,1420,26.8,6.7,922,922,879,5201,53,294,9.2,NYC,LA FORUTNA FOOD DELI CORP 1,BRONX,NY,10455,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"481 WALES AVENUE BRONX, NY 10455 (40.811309158, -73.9079433)",40.811309158,-73.9079433,"481 WALES AVENUE BRONX, NY 10455 ",360050035001001,36005003500
36005003500,Census Tract 35; Bronx County; New York,30.0,3899,3899,1598,34185,58,1420,26.8,6.7,922,922,879,5201,53,294,9.2,NYC,390 JACKSON DELI GROCERY CORP,BRONX,NY,10451,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"390 JACKSON AVENUE BRONX, NY 10451 (40.80890921, -73.910500032)",40.80890921,-73.910500032,"390 JACKSON AVENUE BRONX, NY 10451 ",360050035001008,36005003500
36005003900,Census Tract 39; Bronx County; New York,34.4,6227,6227,346,20640,83,2247,33.5,5.8,1225,1225,185,11293,75,326,12.9,NYC,JASMINE GROCERY INC,BRONX,NY,10454,BRONX,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"317 ALEXANDER AVENUE BRONX, NY 10454 (40.811974095, -73.923977378)",40.811974095,-73.923977378,"317 ALEXANDER AVENUE BRONX, NY 10454 ",360050039003000,36005003900
36005003900,Census Tract 39; Bronx County; New York,34.4,6227,6227,346,20640,83,2247,33.5,5.8,1225,1225,185,11293,75,326,12.9,NYC,EMPINE DELI GROCERY INC,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"511 EAST 138TH STREET BRONX, NY 10454 (40.807627701, -73.918972711)",40.807627701,-73.918972711,"511 EAST 138TH STREET BRONX, NY 10454 ",360050039001001,36005003900
36005003900,Census Tract 39; Bronx County; New York,34.4,6227,6227,346,20640,83,2247,33.5,5.8,1225,1225,185,11293,75,326,12.9,NYC,383 CAPELLAN GROCERY CORP.,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"383 EAST 138TH STREET BRONX, NY 10454 (40.809440078, -73.923229041)",40.809440078,-73.923229041,"383 EAST 138TH STREET BRONX, NY 10454 ",360050039002001,36005003900
36005003900,Census Tract 39; Bronx County; New York,34.4,6227,6227,346,20640,83,2247,33.5,5.8,1225,1225,185,11293,75,326,12.9,NYC,PSB DELI GROCERY CORP,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"249 WILLIS AVENUE BRONX, NY 10454 (40.809763368, -73.922656725)",40.809763368,-73.922656725,"249 WILLIS AVENUE BRONX, NY 10454 ",360050039002001,36005003900
36005003900,Census Tract 39; Bronx County; New York,34.4,6227,6227,346,20640,83,2247,33.5,5.8,1225,1225,185,11293,75,326,12.9,NYC,EMPIDE DELI GROCERY INC.,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"511 EAST 138TH STREET BRONX, NY 10454 (40.807627701, -73.918972711)",40.807627701,-73.918972711,"511 EAST 138TH STREET BRONX, NY 10454 ",360050039001001,36005003900
36005003900,Census Tract 39; Bronx County; New York,34.4,6227,6227,346,20640,83,2247,33.5,5.8,1225,1225,185,11293,75,326,12.9,NYC,296 UP IN SMOKE CORP.,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"296 WILLIS AVENUE BRONX, NY 10454 (40.810240046, -73.921842172)",40.810240046,-73.921842172,"296 WILLIS AVENUE BRONX, NY 10454 ",360050039005000,36005003900
36005003900,Census Tract 39; Bronx County; New York,34.4,6227,6227,346,20640,83,2247,33.5,5.8,1225,1225,185,11293,75,326,12.9,NYC,229 MOTT HAVEN INC.,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"229 SAINT ANNS AVENUE BRONX, NY 10454 (40.807490112, -73.917209578)",40.807490112,-73.917209578,"229 SAINT ANNS AVENUE BRONX, NY 10454 ",360050039001001,36005003900
36005003900,Census Tract 39; Bronx County; New York,34.4,6227,6227,346,20640,83,2247,33.5,5.8,1225,1225,185,11293,75,326,12.9,NYC,JOSE DELI GROCERY CORP.,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"221 ST ANNS AVENUE BRONX, NY 10454 (40.807224447, -73.917405882)",40.807224447,-73.917405882,"221 ST ANNS AVENUE BRONX, NY 10454 ",360050039001001,36005003900
36005003900,Census Tract 39; Bronx County; New York,34.4,6227,6227,346,20640,83,2247,33.5,5.8,1225,1225,185,11293,75,326,12.9,NYC,FIRST 1 DELI CORP,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"333 EAST 138TH STREET BRONX, NY 10454 (40.810077479, -73.924767288)",40.810077479,-73.924767288,"333 EAST 138TH STREET BRONX, NY 10454 ",360050039002001,36005003900
36005004100,Census Tract 41; Bronx County; New York,33.4,6583,6583,2710,27328,184,2260,41.9,3.1,1267,1267,865,13177,175,319,14.3,NYC,MAKEY DELI GROCERY # 1 INC.,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2704 3RD AVENUE BRONX, NY 10454 (40.813587569, -73.922071333)",40.813587569,-73.922071333,"2704 3RD AVENUE BRONX, NY 10454 ",360050041004000,36005004100
36005004100,Census Tract 41; Bronx County; New York,33.4,6583,6583,2710,27328,184,2260,41.9,3.1,1267,1267,865,13177,175,319,14.3,NYC,N&M GROCERY CORP,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2660 3RD AVENUE BRONX, NY 10454 (40.812862954, -73.923424424)",40.812862954,-73.923424424,"2660 3RD AVENUE BRONX, NY 10454 ",360050041003000,36005004100
36005004100,Census Tract 41; Bronx County; New York,33.4,6583,6583,2710,27328,184,2260,41.9,3.1,1267,1267,865,13177,175,319,14.3,NYC,2690 GROCERY CORP.,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2690 3RD AVENUE BRONX, NY 10454 (40.813367209, -73.922481543)",40.813367209,-73.922481543,"2690 3RD AVENUE BRONX, NY 10454 ",360050041004000,36005004100
36005004100,Census Tract 41; Bronx County; New York,33.4,6583,6583,2710,27328,184,2260,41.9,3.1,1267,1267,865,13177,175,319,14.3,NYC,142 CONVENIENCE CORP,BRONX,NY,10454,BRONX,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"510 EAST 142ND STREET BRONX, NY 10454 (40.810194197, -73.917402781)",40.810194197,-73.917402781,"510 EAST 142ND STREET BRONX, NY 10454 ",360050041001002,36005004100
36005004100,Census Tract 41; Bronx County; New York,33.4,6583,6583,2710,27328,184,2260,41.9,3.1,1267,1267,865,13177,175,319,14.3,NYC,SOSUA FOOD CENTER CORP.,BRONX,NY,10454,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2634 3RD AVENUE BRONX, NY 10454 (40.812466951, -73.924253394)",40.812466951,-73.924253394,"2634 3RD AVENUE BRONX, NY 10454 ",360050041003001,36005004100
