GEOID,NAME,med_age_estimate,population_estimate,total_race_estimate,white_estimate,med_inc_estimate,owners_estimate,renters_estimate,perc_poverty_estimate,med_age_moe,population_moe,total_race_moe,white_moe,med_inc_moe,owners_moe,renters_moe,perc_poverty_moe,census_tract,counts
36047119800,Census Tract 1198; Kings County; New York,33.1,3851,3851,1466,39940,326,833,42.9,7.7,662,662,628,15793,137,149,16.8,36047119800,10
36047120000,Census Tract 1200; Kings County; New York,34.9,2838,2838,1281,43546,336,633,19.8,5.7,495,495,336,31695,101,400,7.5,36047120000,4
36047120200,Census Tract 1202; Kings County; New York,37.2,2025,2025,736,114153,402,139,11.3,11.4,408,408,382,48020,91,74,10.7,36047120200,1
36047120801,Census Tract 1208.01; Kings County; New York,35.1,5308,5308,3779,57313,764,668,19.5,8.1,1064,1064,942,38258,240,275,10.3,36047120801,1
36047122000,Census Tract 1220; Kings County; New York,30.9,7200,7200,6716,57055,307,2059,21.3,7.6,1272,1272,1413,18473,176,264,9.8,36047122000,8
36047123700,Census Tract 1237; Kings County; New York,13.0,9448,9448,255,51157,401,870,48.6,1.3,1461,1461,206,15412,142,180,11.3,36047123700,4
36047152200,Census Tract 1522; Kings County; New York,43.2,3407,3407,608,224808,1046,356,3.2,4.8,662,662,294,105781,504,110,2.2,36047152200,3
36061000202,Census Tract 2.02; New York County; New York,47.4,7001,7001,1234,34710,887,2406,28.3,3.3,729,729,510,11221,298,262,6.5,36061000202,1
36061000600,Census Tract 6; New York County; New York,51.2,10751,10751,773,25655,232,4959,39.5,6.3,1415,1415,311,9268,113,755,8.1,36061000600,3
36061000700,Census Tract 7; New York County; New York,29.4,8674,8674,393,184730,764,4109,5.0,1.5,1134,1134,338,19644,271,567,3.1,36061000700,3
36061000800,Census Tract 8; New York County; New York,52.0,8713,8713,16,28607,60,4233,31.2,5.9,1196,1196,26,10554,66,772,9.1,36061000800,1
36061000900,Census Tract 9; New York County; New York,31.5,1824,1824,151,222167,205,659,8.0,1.7,321,321,85,70887,58,177,5.7,36061000900,2
36061001200,Census Tract 12; New York County; New York,48.0,4157,4157,120,91154,1105,849,17.3,4.1,539,539,93,25177,226,146,6.5,36061001200,1
36061001402,Census Tract 14.02; New York County; New York,42.6,3286,3286,250,46615,156,1577,28.8,7.0,608,608,185,43775,86,279,14.3,36061001402,3
36061001501,Census Tract 15.01; New York County; New York,43.3,7721,7721,563,119293,1837,1481,7.5,2.3,1596,1596,423,22085,422,264,3.2,36061001501,1
36061001502,Census Tract 15.02; New York County; New York,28.7,8623,8623,193,160466,440,3659,9.1,0.9,885,885,155,42412,131,412,4.3,36061001502,6
36061001600,Census Tract 16; New York County; New York,44.7,7720,7720,141,46860,884,2639,10.6,6.1,1190,1190,103,29731,688,315,4.5,36061001600,1
36061001800,Census Tract 18; New York County; New York,36.3,6948,6948,405,74485,306,2769,13.2,3.9,878,878,178,27752,160,353,4.5,36061001800,3
36061002201,Census Tract 22.01; New York County; New York,37.5,6748,6748,1327,35700,326,2696,27.5,7.4,725,725,676,8902,136,262,10.1,36061002201,3
36061002601,Census Tract 26.01; New York County; New York,42.0,4592,4592,734,35625,129,1840,34.8,6.6,734,734,292,24108,73,435,10.8,36061002601,1
36061002602,Census Tract 26.02; New York County; New York,35.8,3632,3632,289,71907,448,1398,17.3,5.2,578,578,207,15471,168,249,6.0,36061002602,1
36061002800,Census Tract 28; New York County; New York,43.0,6364,6364,338,52305,538,2591,24.2,5.3,944,944,157,16613,184,334,9.0,36061002800,1
36061002901,Census Tract 29.01; New York County; New York,36.2,1113,1113,305,11406,0,87,79.7,3.0,102,102,115,4980,13,73,29.5,36061002901,1
36061003001,Census Tract 30.01; New York County; New York,29.8,3868,3868,352,90222,182,2066,10.2,1.8,584,584,255,20174,72,251,5.1,36061003001,9
36061003002,Census Tract 30.02; New York County; New York,34.7,3062,3062,202,68382,118,1606,27.7,3.3,295,295,160,35053,61,167,8.5,36061003002,1
36061003100,Census Tract 31; New York County; New York,24.0,2667,2667,312,190769,190,540,12.9,3.8,315,315,109,46452,65,97,6.3,36061003100,3
36061003200,Census Tract 32; New York County; New York,39.8,7523,7523,207,88070,942,3658,17.4,6.0,1182,1182,161,15625,382,408,5.2,36061003200,6
36061003400,Census Tract 34; New York County; New York,31.2,6647,6647,262,109148,507,3241,20.5,2.1,903,903,243,36516,329,461,7.5,36061003400,4
36061003601,Census Tract 36.01; New York County; New York,40.8,2942,2942,204,55714,222,1232,17.2,8.8,385,385,131,21479,66,217,5.6,36061003601,1
36061003700,Census Tract 37; New York County; New York,40.6,3380,3380,38,246250,631,1199,4.3,0.8,623,623,42,83754,153,506,2.7,36061003700,1
36061003800,Census Tract 38; New York County; New York,31.4,8199,8199,769,68647,415,4268,22.2,2.1,1251,1251,756,10797,319,552,7.5,36061003800,5
36061004001,Census Tract 40.01; New York County; New York,33.7,3035,3035,46,122383,231,1728,12.1,6.9,600,600,52,42356,196,310,11.2,36061004001,1
36061004100,Census Tract 41; New York County; New York,37.2,7051,7051,148,100096,153,3110,11.3,8.8,1423,1423,81,23111,92,451,4.2,36061004100,1
36061004200,Census Tract 42; New York County; New York,20.8,5243,5243,351,163750,641,909,12.0,0.5,347,347,127,39156,143,201,7.9,36061004200,1
36061004700,Census Tract 47; New York County; New York,37.0,2466,2466,0,148750,410,1104,6.1,5.7,427,427,13,55717,109,371,4.3,36061004700,3
36061004800,Census Tract 48; New York County; New York,32.5,6413,6413,275,173239,1595,1189,8.6,2.4,716,716,121,18279,299,233,3.3,36061004800,4
36061004900,Census Tract 49; New York County; New York,42.6,4323,4323,35,141731,735,1719,7.1,4.3,730,730,39,37168,194,334,4.8,36061004900,2
36061005000,Census Tract 50; New York County; New York,40.4,4892,4892,73,194750,1333,1421,5.2,3.5,824,824,89,22746,277,208,3.2,36061005000,1
36061005200,Census Tract 52; New York County; New York,34.8,3128,3128,133,193958,747,460,9.8,5.3,393,393,107,52731,153,119,9.4,36061005200,1
36061005501,Census Tract 55.01; New York County; New York,34.8,4987,4987,274,190408,595,1321,16.0,4.0,700,700,365,67426,142,188,10.9,36061005501,1
36061005502,Census Tract 55.02; New York County; New York,36.2,1918,1918,53,138854,321,796,11.3,3.0,270,270,42,26440,122,201,5.2,36061005502,1
36061005700,Census Tract 57; New York County; New York,35.4,2957,2957,20,236250,591,887,4.1,5.4,554,554,29,72237,106,256,2.5,36061005700,2
36061005800,Census Tract 58; New York County; New York,32.7,4237,4237,325,186191,220,2151,11.2,2.3,608,608,467,42863,68,247,10.2,36061005800,1
36061006300,Census Tract 63; New York County; New York,40.7,5799,5799,75,172687,1514,1813,4.5,6.8,892,892,29,35230,206,340,2.3,36061006300,1
36061006400,Census Tract 64; New York County; New York,34.0,7513,7513,610,118201,1337,3011,15.8,3.4,1070,1070,604,24547,287,565,7.8,36061006400,3
36061006500,Census Tract 65; New York County; New York,31.0,6088,6088,208,118698,286,2755,7.8,1.3,685,685,114,19673,138,508,3.1,36061006500,5
36061006600,Census Tract 66; New York County; New York,34.3,11615,11615,977,126995,2334,4446,7.1,4.6,1704,1704,869,26595,726,759,4.0,36061006600,2
36061006700,Census Tract 67; New York County; New York,34.6,5020,5020,164,120964,510,2758,3.2,4.7,825,825,240,15711,157,344,2.0,36061006700,3
36061006800,Census Tract 68; New York County; New York,31.6,7265,7265,735,146051,1018,2435,11.4,2.9,930,930,406,38517,307,468,4.5,36061006800,1
36061007002,Census Tract 70.02; New York County; New York,31.6,3657,3657,267,143183,245,1982,8.9,3.4,659,659,274,27168,138,299,3.6,36061007002,1
36061007100,Census Tract 71; New York County; New York,38.9,4995,4995,285,173615,1058,1588,6.5,5.5,812,812,171,26219,259,237,3.1,36061007100,2
36061007200,Census Tract 72; New York County; New York,32.0,7035,7035,268,139577,798,3381,6.9,3.2,852,852,206,23453,269,542,3.2,36061007200,1
36061007300,Census Tract 73; New York County; New York,40.7,5683,5683,155,146964,626,2922,8.9,6.7,807,807,202,49369,307,539,5.4,36061007300,2
36061007700,Census Tract 77; New York County; New York,39.7,5706,5706,36,161094,1023,2349,6.7,3.8,590,590,57,52758,232,309,3.2,36061007700,2
36061007800,Census Tract 78; New York County; New York,34.3,9023,9023,115,149915,1218,3603,3.9,3.2,1452,1452,98,65392,329,671,3.6,36061007800,1
36061008100,Census Tract 81; New York County; New York,42.4,6639,6639,133,156265,1474,2524,5.3,5.5,1094,1094,97,28610,497,457,2.3,36061008100,1
36061008200,Census Tract 82; New York County; New York,38.0,3551,3551,212,222273,833,1017,6.8,5.3,781,781,152,103128,273,219,4.1,36061008200,1
36061008300,Census Tract 83; New York County; New York,42.3,3798,3798,305,70986,350,1821,17.8,2.5,607,607,270,28215,183,265,9.4,36061008300,2
36061009100,Census Tract 91; New York County; New York,37.5,6654,6654,697,188867,1098,2563,18.6,4.5,776,776,326,30903,347,448,5.8,36061009100,2
36061009200,Census Tract 92; New York County; New York,37.3,1436,1436,23,166734,186,717,2.9,6.6,266,266,27,55384,66,143,2.3,36061009200,2
36061009300,Census Tract 93; New York County; New York,50.6,9632,9632,638,94441,2486,3037,14.3,2.8,1170,1170,214,28143,595,529,5.8,36061009300,2
36061009500,Census Tract 95; New York County; New York,30.3,3217,3217,196,176944,399,943,8.3,0.9,441,441,139,59641,92,170,3.6,36061009500,3
36061009800,Census Tract 98; New York County; New York,37.6,8116,8116,100,124433,1303,3014,10.6,8.0,1229,1229,88,38116,326,569,9.9,36061009800,1
36061010100,Census Tract 101; New York County; New York,33.1,1824,1824,279,97242,3,1040,20.1,1.2,254,254,107,35726,9,206,6.5,36061010100,1
36061010200,Census Tract 102; New York County; New York,68.1,243,243,8,91157,57,103,13.2,27.8,133,133,11,2836,44,112,13.9,36061010200,1
36061010300,Census Tract 103; New York County; New York,34.8,2648,2648,211,103838,72,1411,8.2,1.7,614,614,127,21751,49,226,5.0,36061010300,1
36061010400,Census Tract 104; New York County; New York,48.2,741,741,15,181333,225,277,4.6,13.3,200,200,11,50475,70,128,2.4,36061010400,1
36061010601,Census Tract 106.01; New York County; New York,57.3,7366,7366,63,224898,3052,1106,2.3,9.8,1575,1575,72,66227,601,277,2.0,36061010601,1
36061010802,Census Tract 108.02; New York County; New York,64.0,4352,4352,0,131171,960,1238,8.6,12.1,1316,1316,13,39206,419,350,5.3,36061010802,1
36061010803,Census Tract 108.03; New York County; New York,46.2,1876,1876,25,160111,597,351,3.9,7.3,466,466,43,53960,184,134,4.3,36061010803,2
36061010900,Census Tract 109; New York County; New York,33.1,210,210,51,146042,22,65,42.4,14.8,42,42,34,12350,13,24,10.1,36061010900,1
36061011000,Census Tract 110; New York County; New York,35.0,7303,7303,298,163371,691,3243,2.7,2.0,1293,1293,205,32248,281,511,2.0,36061011000,2
36061011100,Census Tract 111; New York County; New York,33.7,4899,4899,240,102297,323,2501,13.8,2.5,666,666,177,31919,128,222,4.2,36061011100,3
36061011300,Census Tract 113; New York County; New York,56.2,137,137,74,82500,22,24,59.9,24.8,25,25,20,55055,17,15,16.8,36061011300,4
36061011500,Census Tract 115; New York County; New York,33.0,3475,3475,389,145521,200,1512,15.4,2.2,657,657,240,43889,80,193,4.9,36061011500,2
36061011900,Census Tract 119; New York County; New York,65.1,1040,1040,455,15971,0,1018,46.2,3.9,171,171,131,3659,13,171,11.9,36061011900,1
36061012101,Census Tract 121.01; New York County; New York,36.1,2837,2837,152,56935,54,1473,30.3,9.3,564,564,86,11239,64,313,10.5,36061012101,3
36061012400,Census Tract 124; New York County; New York,37.3,9826,9826,104,140250,1060,3835,4.1,3.8,1242,1242,92,45277,294,533,2.5,36061012400,2
36061012601,Census Tract 126.01; New York County; New York,46.1,7417,7417,0,104460,2207,1535,3.3,5.9,1557,1557,19,14614,650,283,2.7,36061012601,1
36061012700,Census Tract 127; New York County; New York,36.5,7092,7092,131,145488,1071,3270,12.0,2.4,997,997,125,42597,352,509,7.0,36061012700,5
36061012901,Census Tract 129.01; New York County; New York,36.4,7530,7530,281,117622,579,3964,4.4,1.8,957,957,211,11947,364,405,2.4,36061012901,1
36061012902,Census Tract 129.02; New York County; New York,39.5,2350,2350,245,100991,250,1036,8.2,4.2,506,506,152,28789,119,203,6.4,36061012902,1
36061013100,Census Tract 131; New York County; New York,40.5,3018,3018,190,107018,242,1730,8.8,2.8,318,318,120,55292,105,241,3.4,36061013100,1
36061013203,Census Tract 132.03; New York County; New York,35.6,4277,4277,0,114304,798,1692,24.0,10.3,895,895,13,40464,355,499,21.0,36061013203,1
36061013300,Census Tract 133; New York County; New York,36.2,6304,6304,154,111223,782,3123,14.3,2.6,742,742,125,46555,230,528,5.3,36061013300,2
36061013400,Census Tract 134; New York County; New York,36.2,11387,11387,429,140883,1833,4090,10.1,4.6,1259,1259,460,30283,440,626,7.1,36061013400,2
36061013604,Census Tract 136.04; New York County; New York,38.2,3435,3435,52,159876,542,1695,7.0,1.5,638,638,92,33394,201,245,6.2,36061013604,1
36061013700,Census Tract 137; New York County; New York,48.2,6673,6673,421,189541,1338,2076,8.8,3.7,1207,1207,451,70233,446,392,4.3,36061013700,2
36061013800,Census Tract 138; New York County; New York,41.6,12826,12826,205,134167,2650,4284,5.3,3.4,1867,1867,119,50647,757,745,4.2,36061013800,1
36061014000,Census Tract 140; New York County; New York,45.8,7487,7487,60,158780,2153,1862,4.2,7.0,951,951,46,42229,451,428,2.3,36061014000,1
36061014402,Census Tract 144.02; New York County; New York,46.2,6742,6742,496,141232,1312,2408,5.2,6.2,894,894,409,24904,314,392,2.5,36061014402,2
36061014601,Census Tract 146.01; New York County; New York,35.6,3705,3705,89,140150,141,2019,10.5,5.5,580,580,99,31547,83,423,9.3,36061014601,3
36061014602,Census Tract 146.02; New York County; New York,43.8,8433,8433,48,124125,1101,3862,7.9,4.7,917,917,57,22663,253,665,4.0,36061014602,2
36061015200,Census Tract 152; New York County; New York,38.2,7864,7864,1105,124571,684,2840,21.2,2.2,1034,1034,580,39068,178,389,7.5,36061015200,2
36061015801,Census Tract 158.01; New York County; New York,44.5,4899,4899,41,159712,1014,1403,7.2,3.9,538,538,26,44026,198,301,5.7,36061015801,1
36061015802,Census Tract 158.02; New York County; New York,31.3,3813,3813,180,92303,54,1858,9.9,1.9,557,557,135,39445,37,463,5.8,36061015802,1
36061015900,Census Tract 159; New York County; New York,50.9,9005,9005,287,170496,2668,2435,6.5,3.6,1303,1303,194,44020,493,403,2.8,36061015900,1
36061016002,Census Tract 160.02; New York County; New York,37.9,3250,3250,47,104146,410,804,6.1,9.5,833,833,45,36960,83,217,3.3,36061016002,1
36061016400,Census Tract 164; New York County; New York,39.2,7814,7814,1883,24789,2,3486,42.0,4.4,1022,1022,472,11924,4,450,9.3,36061016400,1
36061016600,Census Tract 166; New York County; New York,36.0,5916,5916,670,44643,268,2612,31.1,4.2,882,882,199,37732,126,321,7.5,36061016600,3
36061016900,Census Tract 169; New York County; New York,39.2,8010,8010,159,163500,921,3195,7.5,2.7,919,919,124,41056,278,447,6.8,36061016900,1
36061017000,Census Tract 170; New York County; New York,39.9,8558,8558,1661,42261,446,2948,26.0,3.3,1406,1406,512,9348,176,305,7.9,36061017000,8
36061017200,Census Tract 172; New York County; New York,35.4,5325,5325,1739,31068,108,2175,28.9,6.8,1190,1190,1131,14779,77,273,9.3,36061017200,2
36061017300,Census Tract 173; New York County; New York,42.4,8652,8652,324,122287,945,3320,6.3,3.8,1438,1438,203,43010,248,590,4.5,36061017300,1
36061017700,Census Tract 177; New York County; New York,39.5,10451,10451,507,103065,2397,2363,14.9,14.3,2344,2344,230,45199,408,792,7.9,36061017700,1
36061017800,Census Tract 178; New York County; New York,32.9,4555,4555,1071,40978,151,1801,35.8,6.2,749,749,421,23656,92,294,10.1,36061017800,1
36061017900,Census Tract 179; New York County; New York,40.3,9953,9953,42,158109,1574,2819,6.4,3.5,2181,2181,26,55071,506,369,4.3,36061017900,3
36061018000,Census Tract 180; New York County; New York,36.8,6970,6970,2086,26321,208,2903,38.8,2.5,1099,1099,608,11430,144,380,11.9,36061018000,2
36061018200,Census Tract 182; New York County; New York,36.5,6839,6839,2834,36696,97,2910,30.1,7.1,1040,1040,909,20038,61,301,8.9,36061018200,2
36061018400,Census Tract 184; New York County; New York,37.8,7661,7661,3290,34279,401,2989,31.2,3.2,1168,1168,1118,9982,152,404,8.9,36061018400,6
36061018700,Census Tract 187; New York County; New York,38.9,10053,10053,1144,135716,1149,2470,8.5,2.9,2333,2333,381,36535,372,332,3.7,36061018700,1
36061018800,Census Tract 188; New York County; New York,34.8,4358,4358,1435,41288,83,2168,33.5,8.6,826,826,461,21399,70,342,12.3,36061018800,5
36061018900,Census Tract 189; New York County; New York,39.9,11169,11169,2358,37641,617,4086,36.0,6.9,1301,1301,890,7329,224,471,7.8,36061018900,3
36061019100,Census Tract 191; New York County; New York,46.0,8533,8533,1085,135934,1884,2361,8.9,4.5,1186,1186,314,24569,513,417,3.3,36061019100,1
36061019300,Census Tract 193; New York County; New York,32.4,10654,10654,1716,72865,681,3618,17.8,5.9,1719,1719,1131,17969,317,459,5.7,36061019300,2
36061019400,Census Tract 194; New York County; New York,35.5,6524,6524,1839,36458,203,2506,32.8,3.3,902,902,572,17522,112,414,10.1,36061019400,1
36061019500,Census Tract 195; New York County; New York,43.1,7601,7601,1199,113379,1176,2182,13.1,5.2,887,887,754,10194,235,285,3.8,36061019500,1
36061019600,Census Tract 196; New York County; New York,40.2,4211,4211,1438,21967,0,1835,36.9,6.8,719,719,324,3941,13,246,10.2,36061019600,4
36061019800,Census Tract 198; New York County; New York,44.1,2684,2684,1414,96771,467,510,7.2,2.4,519,519,386,37642,146,116,3.8,36061019800,2
36061019900,Census Tract 199; New York County; New York,29.7,9017,9017,542,95313,1226,1993,21.6,4.2,911,911,229,35154,180,451,6.8,36061019900,1
36061020000,Census Tract 200; New York County; New York,36.3,3123,3123,1478,70150,195,1365,11.5,3.8,528,528,459,24832,103,241,6.4,36061020000,3
36061020901,Census Tract 209.01; New York County; New York,36.5,3388,3388,1479,22743,35,1358,37.2,5.5,645,645,429,13120,35,159,12.3,36061020901,2
36061021500,Census Tract 215; New York County; New York,36.2,4193,4193,2586,67206,65,1731,18.3,3.3,506,506,548,14695,49,167,6.9,36061021500,1
36061021600,Census Tract 216; New York County; New York,35.4,9294,9294,4739,59784,378,2804,20.3,2.7,1325,1325,1255,8950,167,347,6.0,36061021600,3
36061021800,Census Tract 218; New York County; New York,38.9,5756,5756,2782,42500,743,2221,16.8,4.4,855,855,439,18372,566,240,6.2,36061021800,1
36061021900,Census Tract 219; New York County; New York,31.8,6147,6147,2220,22207,40,2154,43.4,6.0,1120,1120,793,9468,64,228,15.8,36061021900,3
36061022000,Census Tract 220; New York County; New York,36.6,6369,6369,2628,89756,463,2418,15.7,4.0,774,774,624,29281,189,387,7.0,36061022000,1
36061022200,Census Tract 222; New York County; New York,40.0,3350,3350,1526,56705,325,1176,30.4,3.0,456,456,456,37528,144,189,11.8,36061022200,1
36061022301,Census Tract 223.01; New York County; New York,33.0,7680,7680,1570,53900,221,2437,16.4,2.3,1039,1039,714,17165,99,300,6.0,36061022301,1
36061022400,Census Tract 224; New York County; New York,31.4,7517,7517,4892,30667,114,2674,30.3,2.8,1078,1078,1042,11934,89,268,8.2,36061022400,3
36061022500,Census Tract 225; New York County; New York,42.7,10647,10647,3055,62782,766,3064,20.4,3.7,1378,1378,1200,18311,227,441,9.2,36061022500,2
36061022600,Census Tract 226; New York County; New York,33.7,5400,5400,2202,58596,458,1638,25.0,1.8,933,933,414,8730,163,222,6.9,36061022600,1
36061022700,Census Tract 227; New York County; New York,38.2,5156,5156,2271,61570,428,1752,27.2,0.9,854,854,565,18932,126,216,10.2,36061022700,2
36061022800,Census Tract 228; New York County; New York,37.9,6542,6542,4889,85050,812,1961,17.2,1.3,839,839,961,7529,288,389,7.4,36061022800,1
36061022900,Census Tract 229; New York County; New York,36.4,9177,9177,2087,58924,287,2777,27.0,2.8,1251,1251,721,10770,155,258,10.4,36061022900,1
36061023200,Census Tract 232; New York County; New York,35.5,9581,9581,4490,35438,69,3347,44.6,5.2,1657,1657,926,10642,87,320,12.2,36061023200,2
36061023300,Census Tract 233; New York County; New York,34.9,7371,7371,1624,86769,341,2222,16.3,2.8,1346,1346,408,8669,145,306,5.2,36061023300,2
36061023501,Census Tract 235.01; New York County; New York,34.1,7478,7478,2649,77222,362,2300,13.8,3.4,1130,1130,656,5737,176,295,6.5,36061023501,1
36061023502,Census Tract 235.02; New York County; New York,37.4,1697,1697,1218,42267,52,760,29.2,5.1,307,307,255,16540,32,97,11.0,36061023502,2
36061023803,Census Tract 238.03; New York County; New York,42.7,3368,3368,537,77070,762,837,10.2,4.2,573,573,226,26641,159,268,5.0,36061023803,1
36061023900,Census Tract 239; New York County; New York,34.2,3127,3127,954,45036,113,1089,12.8,4.3,524,524,235,5323,65,136,7.4,36061023900,1
36061024200,Census Tract 242; New York County; New York,29.1,5535,5535,2575,31691,22,1825,28.5,4.1,1010,1010,545,20877,32,171,10.4,36061024200,1
36061024500,Census Tract 245; New York County; New York,36.4,15353,15353,2276,51190,152,5275,27.2,1.6,1778,1778,831,4271,117,685,8.0,36061024500,2
36061025300,Census Tract 253; New York County; New York,36.8,11434,11434,687,67045,137,4163,18.4,4.1,1919,1919,431,6011,100,429,7.3,36061025300,2
36061025900,Census Tract 259; New York County; New York,36.4,4678,4678,1942,76047,680,1124,14.1,3.0,638,638,464,19671,186,154,5.7,36061025900,1
36061026100,Census Tract 261; New York County; New York,35.2,12794,12794,1009,49248,138,3859,28.3,2.8,1501,1501,440,11131,77,315,7.5,36061026100,1
36061026300,Census Tract 263; New York County; New York,32.9,8903,8903,366,56754,53,2947,26.6,2.4,1323,1323,178,15903,65,255,11.1,36061026300,2
36061026500,Census Tract 265; New York County; New York,39.8,8296,8296,924,98086,613,2236,7.4,3.9,974,974,560,17154,240,380,2.7,36061026500,1
36061026900,Census Tract 269; New York County; New York,39.9,8989,8989,450,65743,219,2392,10.4,3.7,1550,1550,377,6389,148,342,4.6,36061026900,2
36061027100,Census Tract 271; New York County; New York,38.2,8364,8364,1061,81890,386,2769,15.7,3.5,1139,1139,574,13914,148,308,6.6,36061027100,1
36061027900,Census Tract 279; New York County; New York,37.4,10796,10796,283,57671,473,3915,16.1,3.2,1454,1454,185,9334,159,378,5.7,36061027900,1
36061028300,Census Tract 283; New York County; New York,46.5,8275,8275,498,67417,857,2489,17.9,3.6,1528,1528,161,17512,248,296,6.6,36061028300,1
36061028500,Census Tract 285; New York County; New York,34.8,8403,8403,647,47148,0,2597,23.5,5.2,1224,1224,498,9276,19,224,11.4,36061028500,2
36061028700,Census Tract 287; New York County; New York,43.6,4116,4116,201,77648,60,1599,13.2,2.7,708,708,149,16980,38,204,7.3,36061028700,1
36061029100,Census Tract 291; New York County; New York,35.0,11967,11967,1218,55231,221,3920,16.5,2.9,1517,1517,572,9248,123,326,5.5,36061029100,2
36061029300,Census Tract 293; New York County; New York,34.6,9361,9361,933,43866,29,3106,24.6,3.5,1888,1888,551,14348,47,255,9.8,36061029300,2
36061029900,Census Tract 299; New York County; New York,44.0,3806,3806,1061,29038,8,1516,26.0,6.7,609,609,434,17086,13,161,10.8,36061029900,1
36061030900,Census Tract 309; New York County; New York,31.6,11563,11563,2812,44498,222,3704,30.0,2.2,1636,1636,723,3975,145,398,10.0,36061030900,6
36081000200,Census Tract 2; Queens County; New York,41.7,2553,2553,223,72200,432,406,14.5,2.6,551,551,182,47622,171,101,6.5,36081000200,3
36081000400,Census Tract 4; Queens County; New York,37.2,4738,4738,241,78454,593,549,7.6,4.0,1144,1144,202,3932,114,183,7.4,36081000400,2
36081000600,Census Tract 6; Queens County; New York,37.4,3890,3890,270,75074,414,579,16.7,6.4,777,777,313,23776,157,166,9.5,36081000600,3
36081000701,Census Tract 7.01; Queens County; New York,34.7,3229,3229,207,145922,589,802,3.5,1.3,500,500,170,34654,157,183,2.6,36081000701,6
36081000702,Census Tract 7.02; Queens County; New York,35.3,3594,3594,245,125114,314,1310,5.3,2.4,691,691,184,27115,134,273,3.2,36081000702,7
36081000800,Census Tract 8; Queens County; New York,36.8,3296,3296,512,103671,670,277,7.9,4.7,570,570,385,21552,159,99,4.8,36081000800,1
36081001000,Census Tract 10; Queens County; New York,35.9,4799,4799,214,88250,496,581,11.7,4.2,888,888,143,23876,102,238,4.8,36081001000,1
36081001200,Census Tract 12; Queens County; New York,39.2,3821,3821,104,74870,405,830,3.6,3.6,695,695,80,9873,93,217,2.1,36081001200,5
36081001600,Census Tract 16; Queens County; New York,52.6,2455,2455,129,76250,466,302,8.1,7.4,542,542,112,14760,95,108,5.1,36081001600,1
36081001800,Census Tract 18; Queens County; New York,39.4,2933,2933,23,100000,441,435,14.6,5.9,592,592,27,32050,170,94,11.7,36081001800,2
36081001901,Census Tract 19.01; Queens County; New York,33.7,1215,1215,284,170078,143,522,0.0,1.9,352,352,265,51529,91,151,3.2,36081001901,1
36081001902,Census Tract 19.02; Queens County; New York,31.3,5059,5059,106,157877,592,2276,10.6,0.8,810,810,102,41312,261,365,4.6,36081001902,3
36081001903,Census Tract 19.03; Queens County; New York,32.7,1362,1362,47,154432,73,554,8.4,1.7,284,284,34,28994,44,124,6.4,36081001903,1
36081002000,Census Tract 20; Queens County; New York,42.7,1603,1603,8,87833,225,227,12.4,6.6,310,310,7,29118,57,59,5.7,36081002000,2
36081002200,Census Tract 22; Queens County; New York,37.3,2519,2519,76,78018,251,438,14.9,0.8,411,411,76,26278,62,100,7.5,36081002200,1
36081002500,Census Tract 25; Queens County; New York,46.1,5063,5063,1931,21667,23,2863,32.3,9.9,910,910,451,3393,31,566,9.8,36081002500,1
36081002600,Census Tract 26; Queens County; New York,43.2,1956,1956,117,123281,457,217,13.1,8.5,527,527,78,47426,196,75,8.2,36081002600,2
36081002800,Census Tract 28; Queens County; New York,39.6,3493,3493,153,87899,472,669,7.2,7.4,522,522,107,8321,103,241,4.0,36081002800,2
36081003000,Census Tract 30; Queens County; New York,41.5,1567,1567,63,84750,289,133,8.7,6.7,566,566,64,42092,112,49,7.3,36081003000,1
36081003100,Census Tract 31; Queens County; New York,34.9,1397,1397,67,95556,99,565,22.7,5.8,205,205,50,42931,44,111,9.5,36081003100,6
36081003301,Census Tract 33.01; Queens County; New York,31.6,2958,2958,136,154420,157,1398,6.0,0.7,488,488,80,18570,74,182,3.2,36081003301,2
36081003302,Census Tract 33.02; Queens County; New York,34.4,936,936,64,53417,118,305,27.0,5.3,260,260,40,18017,67,101,13.1,36081003302,5
36081003400,Census Tract 34; Queens County; New York,40.3,2559,2559,273,79728,430,288,16.0,2.4,423,423,202,13485,76,113,7.6,36081003400,4
36081003800,Census Tract 38; Queens County; New York,32.7,2514,2514,278,85859,242,441,11.7,3.4,426,426,173,28810,69,100,6.6,36081003800,2
36081003900,Census Tract 39; Queens County; New York,33.7,1436,1436,140,53468,65,466,22.7,1.7,352,352,119,2709,46,176,8.9,36081003900,1
36081004001,Census Tract 40.01; Queens County; New York,39.7,2241,2241,124,82176,278,365,15.0,2.7,340,340,77,22039,60,102,8.4,36081004001,3
36081004002,Census Tract 40.02; Queens County; New York,50.7,1648,1648,113,46552,311,217,21.9,22.8,664,664,128,1046,236,57,14.6,36081004002,3
36081004200,Census Tract 42; Queens County; New York,36.1,4491,4491,231,92677,600,467,14.6,4.7,792,792,247,31302,171,112,8.0,36081004200,1
36081004401,Census Tract 44.01; Queens County; New York,35.0,3800,3800,190,73182,544,548,14.0,2.7,553,553,104,30906,213,111,8.1,36081004401,2
36081004500,Census Tract 45; Queens County; New York,50.6,2755,2755,60,76688,1175,349,8.7,3.3,357,357,52,15417,212,103,3.8,36081004500,2
