LOCAL.HEALTH.UNIT,OPERATION.NAME,CITY,STATE,ZIP,MUNICIPALITY,COUNTY,VENDOR.TYPE,CREATION.DATE,LOCATION,LAT,LONG,ADDRESS,census_code,census_tract
NYC,A & B DELI INC.,BRONX,NY,10457,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"260 EAST BURNSIDE AVENUE BRONX, NY 10457 (40.851391922, -73.902448459)",40.851391922,-73.902448459,"260 EAST BURNSIDE AVENUE BRONX, NY 10457 ",360050381006000,360050381006
NYC,CYPRESS EXPRESS DELI INC.,RIDGEWOOD,NY,11385,QUEENS,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"79-24 CYPRESS AVENUE RIDGEWOOD, NY 11385 (40.694164685, -73.897590811)",40.694164685,-73.897590811,"79-24 CYPRESS AVENUE RIDGEWOOD, NY 11385 ",360810565001004,360810565001
NYC,BUHRE MINI MART & DELI CORP,BRONX,NY,10461,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"3056 BUHRE AVENUE BRONX, NY 10461 (40.84748914, -73.830638097)",40.84748914,-73.830638097,"3056 BUHRE AVENUE BRONX, NY 10461 ",360050266022003,360050266022
NYC,111 FARMERS DELI GROCERY INC.,ST. ALBANS,NY,11412,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"111-04 FARMERS  BOULEVARD ST. ALBANS, NY 11412 (40.701745153, -73.765665355)",40.701745153,-73.765665355,"111-04 FARMERS  BOULEVARD ST. ALBANS, NY 11412 ",360810402001002,360810402001
NYC,KEAP STREET GOURMET DELI CORP,BROOKLYN,NY,11211,BROOKLYN,NEW YORK CITY,DELICATESSEN,07/10/2023,"332 KEAP STREET BROOKLYN, NY 11211 (40.708756238, -73.954675763)",40.708756238,-73.954675763,"332 KEAP STREET BROOKLYN, NY 11211 ",360470527006001,360470527006
NYC,MY STOP DELI AND GROCERY CORP,BROOKLYN,NY,11207,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"759 NEW LOTS AVENUE BROOKLYN, NY 11207 (40.666217157, -73.883381809)",40.666217157,-73.883381809,"759 NEW LOTS AVENUE BROOKLYN, NY 11207 ",360471124001005,360471124001
NYC,SG CONVENIENCE CORP.,BROOKLYN,NY,11223,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"730 KINGS HIGHWAY BROOKLYN, NY 11223 (40.606314964, -73.964726838)",40.606314964,-73.964726838,"730 KINGS HIGHWAY BROOKLYN, NY 11223 ",360470418002000,360470418002
NYC,ANNERYS DELI CORP,BRONX,NY,10457,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2178 CROTONA AVENUE BRONX, NY 10457 (40.850561401, -73.885899984)",40.850561401,-73.885899984,"2178 CROTONA AVENUE BRONX, NY 10457 ",360050393002001,360050393002
NYC,USA MOES DELI INC,OZONE PARK,NY,11417,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"96-08 LIBERTY AVENUE OZONE PARK, NY 11417 (40.680587259, -73.842394889)",40.680587259,-73.842394889,"96-08 LIBERTY AVENUE OZONE PARK, NY 11417 ",360810040021014,360810040021
NYC,UNCLE RICHIE'S INC,BROOKLYN,NY,11219,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"6730 11TH AVENUE BROOKLYN, NY 11219 (40.626977696, -74.007879307)",40.626977696,-74.007879307,"6730 11TH AVENUE BROOKLYN, NY 11219 ",360470210002001,360470210002
NYC,14TH AVE CONVENIENCE CORP,BROOKLYN,NY,11228,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"6901 14TH AVENUE BROOKLYN, NY 11228 (40.622217949, -74.001656163)",40.622217949,-74.001656163,"6901 14TH AVENUE BROOKLYN, NY 11228 ",360470190002002,360470190002
NYC,ALONSO MINIMARKET CORP,RIDGEWOOD,NY,11385,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"752 SENECA AVENUE RIDGEWOOD, NY 11385 (40.70223013, -73.906920875)",40.70223013,-73.906920875,"752 SENECA AVENUE RIDGEWOOD, NY 11385 ",360810549003002,360810549003
NYC,G115 CONVENIENCE STORE INC,NEW YORK,NY,10029,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"5 EAST 115TH STREET NEW YORK, NY 10029 (40.799830142, -73.946306433)",40.799830142,-73.946306433,"5 EAST 115TH STREET NEW YORK, NY 10029 ",360610184002002,360610184002
NYC,FIRST CLASS DELI AND GRILL CORP,S OZONE PARK,NY,11420,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"12620 ROCKAWAY BOULEVARD S OZONE PARK, NY 11420 (40.675064423, -73.810903073)",40.675064423,-73.810903073,"12620 ROCKAWAY BOULEVARD S OZONE PARK, NY 11420 ",360810840001001,360810840001
NYC,OULD BANI CORP.,BROOKLYN,NY,11236,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"9801 AVENUE L BROOKLYN, NY 11236 (40.639503696, -73.894274763)",40.639503696,-73.894274763,"9801 AVENUE L BROOKLYN, NY 11236 ",360471012001002,360471012001
NYC,LITTLE MEXICO MINI MARKET INC.,ASTORIA,NY,11103,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"4014 ASTORIA BOULEVARD ASTORIA, NY 11103 (40.768673811, -73.910451501)",40.768673811,-73.910451501,"4014 ASTORIA BOULEVARD ASTORIA, NY 11103 ",360810141001001,360810141001
NYC,1334 RICHMOND ROAD CORP,STATEN ISLAND,NY,10304,STATEN ISLAND,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1334 RICHMOND ROAD STATEN ISLAND, NY 10304 (40.595643795, -74.096304948)",40.595643795,-74.096304948,"1334 RICHMOND ROAD STATEN ISLAND, NY 10304 ",360850096012007,360850096012
NYC,69 DELI AND TABACCO CORP,BRONX,NY,10452,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"69 FEATHERBED LANE BRONX, NY 10452 (40.846375864, -73.917628303)",40.846375864,-73.917628303,"69 FEATHERBED LANE BRONX, NY 10452 ",360050215023002,360050215023
NYC,"BUSY CORNER GROCERY, INC.",BROOKLYN,NY,11223,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"801 KINGS HIGHWAY BROOKLYN, NY 11223 (40.606667507, -73.964501617)",40.606667507,-73.964501617,"801 KINGS HIGHWAY BROOKLYN, NY 11223 ",360470418001003,360470418001
NYC,CIGARILLOS NY INC,MANHATTAN,NY,10012,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"193 SPRING STREET MANHATTAN, NY 10012 (40.725218589, -74.00306558)",40.725218589,-74.00306558,"193 SPRING STREET MANHATTAN, NY 10012 ",360610049002002,360610049002
NYC,ROSA COFFEE SHOP CORP.,LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,RESTAURANT/ATUPA,07/10/2023,"30-03 38TH AVENUE LONG ISLAND CITY, NY 11101 (40.754220728, -73.932556256)",40.754220728,-73.932556256,"30-03 38TH AVENUE LONG ISLAND CITY, NY 11101 ",360810051002005,360810051002
NYC,LITTLE YEMEN CORP,BRONX,NY,10452,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1810 WHITE PAINS ROAD BRONX, NY 10452 (40.845688205, -73.866078292)",40.845688205,-73.866078292,"1810 WHITE PAINS ROAD BRONX, NY 10452 ",360050232002002,360050232002
NYC,SANAA SMOKE SHOP CORP,BRONX,NY,10461,BRONX,NEW YORK CITY,TOBACCO RETAIL,07/10/2023,"3279 WESTCHESTER AVENUE BRONX, NY 10461 (40.852871286, -73.827632262)",40.852871286,-73.827632262,"3279 WESTCHESTER AVENUE BRONX, NY 10461 ",360050300004003,360050300004
NYC,JASTIC MART INC,RICHMOND HILL,NY,11418,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"118-11 ATLANTIC AVENUE RICHMOND HILL, NY 11418 (40.694355122, -73.828454443)",40.694355122,-73.828454443,"118-11 ATLANTIC AVENUE RICHMOND HILL, NY 11418 ",360810122001004,360810122001
NYC,THE TWIN SLICE OF PIZZA CORP,MASPETH,NY,11378,QUEENS,NEW YORK CITY,RESTAURANT/ATUPA,07/10/2023,"57-64 MASPETH AVENUE MASPETH, NY 11378 (40.723055262, -73.912230476)",40.723055262,-73.912230476,"57-64 MASPETH AVENUE MASPETH, NY 11378 ",360810531003013,360810531003
NYC,CLAYTON DELI CORP,MANHATTAN,NY,10027,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2175 ADAM C P JR BOULEVARD MANHATTAN, NY 10027 (40.812139571, -73.950447769)",40.812139571,-73.950447769,"2175 ADAM C P JR BOULEVARD MANHATTAN, NY 10027 ",360610215001001,360610215001
NYC,MINI MARKET DELI CORP,BRONX,NY,10466,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"3929 BAYCHESTER AVE BOULEVARD BRONX, NY 10466 (40.889298786, -73.842482899)",40.889298786,-73.842482899,"3929 BAYCHESTER AVE BOULEVARD BRONX, NY 10466 ",360050426001003,360050426001
NYC,"LULA GIFT SHOP, INC",MANHATTAN,NY,10040,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"60 SHERMAN AVENUE MANHATTAN, NY 10040 (40.863307091, -73.927215894)",40.863307091,-73.927215894,"60 SHERMAN AVENUE MANHATTAN, NY 10040 ",360610287003001,360610287003
NYC,CHESTNUT CONVENIENCE SHOP COPR,BROOKLYN,NY,11203,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"475 CHESTNUT STREET BROOKLYN, NY 11203 (40.675462564, -73.873366189)",40.675462564,-73.873366189,"475 CHESTNUT STREET BROOKLYN, NY 11203 ",360471196002003,360471196002
NYC,THE CORNER STORE SI NY LLC,STATEN ISLAND,NY,10314,STATEN ISLAND,NEW YORK CITY,TOBACCO RETAIL,07/10/2023,"1792 VICTORY BOULEVARD STATEN ISLAND, NY 10314 (40.612911857, -74.123107676)",40.612911857,-74.123107676,"1792 VICTORY BOULEVARD STATEN ISLAND, NY 10314 ",360850187012000,360850187012
NYC,EAT BETTER GOURMET DELI INC.,BRONX,NY,10467,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"721 BURKE AVENUE BRONX, NY 10467 (40.87158137, -73.866000759)",40.87158137,-73.866000759,"721 BURKE AVENUE BRONX, NY 10467 ",360050374001001,360050374001
NYC,SWEET DELI MINIMART CORP,QUEENS,NY,11694,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"11230 ROCKAWAY BEACH BOULEVARD QUEENS, NY 11694 (40.580674256, -73.834345235)",40.580674256,-73.834345235,"11230 ROCKAWAY BEACH BOULEVARD QUEENS, NY 11694 ",360810938003004,360810938003
NYC,SKY HIGH CONVENIENCE CORP,BROOKLYN,NY,11220,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"5618 4TH AVENUE BROOKLYN, NY 11220 (40.642881436, -74.01661216)",40.642881436,-74.01661216,"5618 4TH AVENUE BROOKLYN, NY 11220 ",360470074004001,360470074004
NYC,FLASH FOOD CORP,BRONX,NY,10472,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1553 WATSON AVENUE BRONX, NY 10472 (40.82637659300008, -73.87701977699999)",40.8263765930001,-73.877019777,"1553 WATSON AVENUE BRONX, NY 10472 ",360050050023000,360050050023
NYC,M & N DELI OF S.I. INC,STATEN ISLAND,NY,10302,STATEN ISLAND,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1346 FOREST AVENUE STATEN ISLAND, NY 10302 (40.625815084, -74.13445099)",40.625815084,-74.13445099,"1346 FOREST AVENUE STATEN ISLAND, NY 10302 ",360850201001009,360850201001
NYC,AVE U DELI AND GRILL INC,BROOKLYN,NY,11229,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1507 AVENUE U BROOKLYN, NY 11229 (40.599002424, -73.956089119)",40.599002424,-73.956089119,"1507 AVENUE U BROOKLYN, NY 11229 ",360470580002001,360470580002
NYC,SPEEDWAY L.L.C.,ELMHURST,NY,11373,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"7733 QUEENS BOULEVARD ELMHURST, NY 11373 (40.738807833, -73.885964273)",40.738807833,-73.885964273,"7733 QUEENS BOULEVARD ELMHURST, NY 11373 ",360810485001004,360810485001
NYC,EXOTIC CAMPUS CONVENIENCE STORE INC,BRONX,NY,10461,BRONX,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"1470 WILLIAMSBRIDGE ROAD BRONX, NY 10461 (40.843785429, -73.845304499)",40.843785429,-73.845304499,"1470 WILLIAMSBRIDGE ROAD BRONX, NY 10461 ",360050200004002,360050200004
NYC,DOUBLE A SUPER DELI INC,BRONX,NY,10467,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"350 EAST 204TH STREET BRONX, NY 10467 (40.871949001, -73.877791834)",40.871949001,-73.877791834,"350 EAST 204TH STREET BRONX, NY 10467 ",360050425002000,360050425002
NYC,H AND M DELI GROCERY CORP.,SOUTH OZONE PARK,NY,11418,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"147-18 ROCKAWAY BOULEVARD SOUTH OZONE PARK, NY 11418 (40.67317925, -73.790041103)",40.67317925,-73.790041103,"147-18 ROCKAWAY BOULEVARD SOUTH OZONE PARK, NY 11418 ",360810788001002,360810788001
NYC,CLOVE GOURMET DELI CORP,STATEN ISLAND,NY,10310,STATEN ISLAND,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"453 CLOVE ROAD STATEN ISLAND, NY 10310 (40.629367084, -74.123205996)",40.629367084,-74.123205996,"453 CLOVE ROAD STATEN ISLAND, NY 10310 ",360850125001003,360850125001
NYC,SKILLMAN MINI MARKET INC,SUNNYSIDE,NY,11104,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"48-08 SKILLMAN AVENUE SUNNYSIDE, NY 11104 (40.746195056, -73.915783313)",40.746195056,-73.915783313,"48-08 SKILLMAN AVENUE SUNNYSIDE, NY 11104 ",360810253014001,360810253014
NYC,GAME OVER VARIETY CORP,BRONX,NY,10463,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"5591 BROADWAY BRONX, NY 10463 (40.879422976, -73.904676286)",40.879422976,-73.904676286,"5591 BROADWAY BRONX, NY 10463 ",360050289001001,360050289001
NYC,ADRIAN GROCERY STORE INC,BRONX,NY,10453,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"51 EAST 183RD STREET BRONX, NY 10453 (40.858361362, -73.902514293)",40.858361362,-73.902514293,"51 EAST 183RD STREET BRONX, NY 10453 ",360050239005000,360050239005
NYC,TWIN CORNER DELI GROCERY CORPORATION,BRONX,NY,10455,BRONX,NEW YORK CITY,GAS STATION,07/10/2023,"809 EAST 156TH STREET BRONX, NY 10455 (40.817724415, -73.903715719)",40.817724415,-73.903715719,"809 EAST 156TH STREET BRONX, NY 10455 ",360050079001001,360050079001
NYC,MILKY WAY EXOTICS,MANHATTAN,NY,10036,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"606 9TH AVENUE MANHATTAN, NY 10036 (40.759215881, -73.991852856)",40.759215881,-73.991852856,"606 9TH AVENUE MANHATTAN, NY 10036 ",360610121011000,360610121011
NYC,"SHAH, LEENA",REGO PARK,NY,11374,QUEENS,NEW YORK CITY,STAND,07/10/2023,"N/W/C 63RD DR & 63RD ROAD REGO PARK, NY 11374 (40.730269985, -73.862199985)",40.730269985,-73.862199985,"N/W/C 63RD DR & 63RD ROAD REGO PARK, NY 11374 ",360810693001001,360810693001
NYC,UT SHOP CORP,BROOKLYN,NY,11203,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"792 UTICA AVENUE BROOKLYN, NY 11203 (40.654017632, -73.930826734)",40.654017632,-73.930826734,"792 UTICA AVENUE BROOKLYN, NY 11203 ",360470868002003,360470868002
NYC,BROOKLYN FLAMING GRILL INC,BROOKLYN,NY,11218,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"760 MCDONALD AVENUE BROOKLYN, NY 11218 (40.635409849, -73.978249614)",40.635409849,-73.978249614,"760 MCDONALD AVENUE BROOKLYN, NY 11218 ",360470478003005,360470478003
NYC,GUY R BREWER EXPRESS FOOD CORP.,JAMAICA,NY,11434,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"134-50 GUY R BREWER BOULEVARD JAMAICA, NY 11434 (40.672127866, -73.774933644)",40.672127866,-73.774933644,"134-50 GUY R BREWER BOULEVARD JAMAICA, NY 11434 ",360810294002008,360810294002
NYC,3901 FOODMART CORP,BROOKLYN,NY,11218,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"3901 FORT HAMLTON PARKWAY BROOKLYN, NY 11218 (40.642999788, -73.990464897)",40.642999788,-73.990464897,"3901 FORT HAMLTON PARKWAY BROOKLYN, NY 11218 ",360470224004000,360470224004
NYC,AMINA DELI & GROCERY INC.,BROOKLYN,NY,11204,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"7108 BAY PARKWAY BROOKLYN, NY 11204 (40.610421007, -73.985254622)",40.610421007,-73.985254622,"7108 BAY PARKWAY BROOKLYN, NY 11204 ",360470266001000,360470266001
NYC,"LIC NEWSPAPER STORE, INC",LONG ISLAND CITY,NY,11101,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"21-23 49TH AVENUE LONG ISLAND CITY, NY 11101 (40.742433467, -73.948085156)",40.742433467,-73.948085156,"21-23 49TH AVENUE LONG ISLAND CITY, NY 11101 ",360810019011006,360810019011
NYC,"METRO FINEST DELI, INC",BROOKLYN,NY,11201,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"233 SCHERMERHORN STREET BROOKLYN, NY 11201 (40.688538165, -73.984553979)",40.688538165,-73.984553979,"233 SCHERMERHORN STREET BROOKLYN, NY 11201 ",360470037001011,360470037001
NYC,BROWNSVILLE DELI & GROCERY INC,BROOKLYN,NY,11212,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"784 SARATOGA AVENUE BROOKLYN, NY 11212 (40.661388091, -73.915594217)",40.661388091,-73.915594217,"784 SARATOGA AVENUE BROOKLYN, NY 11212 ",360470894003001,360470894003
NYC,LUX EXOTICS CONVENIENCE CORPORATION,BROOKLYN,NY,11222,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1048 MANHATTAN AVENUE BROOKLYN, NY 11222 (40.734659755, -73.95482253)",40.734659755,-73.95482253,"1048 MANHATTAN AVENUE BROOKLYN, NY 11222 ",360470575001001,360470575001
NYC,BEACH VIEW INC.,STATEN ISLAND,NY,10312,STATEN ISLAND,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"4727 HYLAN BOULEVARD STATEN ISLAND, NY 10312 (40.528433211, -74.164057297)",40.528433211,-74.164057297,"4727 HYLAN BOULEVARD STATEN ISLAND, NY 10312 ",360850176002013,360850176002
NYC,ROCKAWAY EXPRESS DELI CORP X,ROCKAWAY BEACH,NY,11693,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"9017 ROCKAWAY BEACH BOULEVARD ROCKAWAY BEACH, NY 11693 (40.586725702, -73.814499329)",40.586725702,-73.814499329,"9017 ROCKAWAY BEACH BOULEVARD ROCKAWAY BEACH, NY 11693 ",360810942031006,360810942031
NYC,3801 BC GROCERY INC,FAR ROCKAWAY,NY,11691,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"3801 BEACH CHANNEL DRIVE FAR ROCKAWAY, NY 11691 (40.595687591, -73.770919551)",40.595687591,-73.770919551,"3801 BEACH CHANNEL DRIVE FAR ROCKAWAY, NY 11691 ",360810992002017,360810992002
NYC,GREEN MINI MART INC,BROOKLYN,NY,11221,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"33 PATCHEN AVENUE BROOKLYN, NY 11221 (40.691254111, -73.927582602)",40.691254111,-73.927582602,"33 PATCHEN AVENUE BROOKLYN, NY 11221 ",360470387001001,360470387001
NYC,ALTAGRACIA GROCERY CORP,BRONX,NY,10453,BRONX,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"10 EAST 176TH STREET BRONX, NY 10453 (40.84846098, -73.911257253)",40.84846098,-73.911257253,"10 EAST 176TH STREET BRONX, NY 10453 ",360050227011001,360050227011
NYC,SAF 2 CORP,ASTORIA,NY,11104,QUEENS,NEW YORK CITY,TOBACCO RETAIL,07/10/2023,"43-19 QUEENS BOULEVARD ASTORIA, NY 11104 (40.743690543, -73.920641548)",40.743690543,-73.920641548,"43-19 QUEENS BOULEVARD ASTORIA, NY 11104 ",360810183004001,360810183004
NYC,RIDGEWOOD FINEST DELI INC,RIDGEWOOD,NY,11385,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"765 SENECA AVENUE RIDGEWOOD, NY 11385 (40.702088727, -73.906249401)",40.702088727,-73.906249401,"765 SENECA AVENUE RIDGEWOOD, NY 11385 ",360810549002002,360810549002
NYC,LANTIGUA DELI CORP.,ASTORIA,NY,11102,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"30-74 14TH STREET ASTORIA, NY 11102 (40.769088045, -73.931528551)",40.769088045,-73.931528551,"30-74 14TH STREET ASTORIA, NY 11102 ",360810079002002,360810079002
NYC,"MUSOVIC, SUNAN",BRONX,NY,10458,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2333 ARTHUR AVENUE BRONX, NY 10458 (40.854207026, -73.888892659)",40.854207026,-73.888892659,"2333 ARTHUR AVENUE BRONX, NY 10458 ",360050391005000,360050391005
NYC,21 BEDFORD INC,BROOKLYN,NY,11226,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2193 BEDFORD AVENUE BROOKLYN, NY 11226 (40.65025901900003, -73.95556256799995)",40.650259019,-73.955562568,"2193 BEDFORD AVENUE BROOKLYN, NY 11226 ",360470794001002,360470794001
NYC,TROPICAL DELI & GROCERY INC,ASTORIA,NY,11103,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"44-02 BROADWAY ASTORIA, NY 11103 (40.757326433, -73.915760095)",40.757326433,-73.915760095,"44-02 BROADWAY ASTORIA, NY 11103 ",360810159004001,360810159004
NYC,9218 KINGSTON CONVENIENCE INC,QUEENS,NY,11417,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"9218 LIBERTY AVENUE QUEENS, NY 11417 (40.680060876, -73.846076053)",40.680060876,-73.846076053,"9218 LIBERTY AVENUE QUEENS, NY 11417 ",360810054001005,360810054001
NYC,A & L DELI MEAT MARKET CORP.,CORONA,NY,11368,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"102-02 37TH AVENUE CORONA, NY 11368 (40.752969352, -73.865211519)",40.752969352,-73.865211519,"102-02 37TH AVENUE CORONA, NY 11368 ",360810405021001,360810405021
NYC,W AND Y GROCERY INC,BROOKLYN,NY,11228,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"6901 8TH AVENUE BROOKLYN, NY 11228 (40.630201712, -74.01486512)",40.630201712,-74.01486512,"6901 8TH AVENUE BROOKLYN, NY 11228 ",360470132001002,360470132001
NYC,2363 ROSEWOOD GROCERY INC.,BRONX,NY,10467,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"3263 WHITE PLAINS ROAD BRONX, NY 10467 (40.872644766, -73.867194788)",40.872644766,-73.867194788,"3263 WHITE PLAINS ROAD BRONX, NY 10467 ",360050374002007,360050374002
NYC,Y & Z STORE INC,CAMBRIA HEIGHTS,NY,11411,QUEENS,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"234-16 LINDEN BOULEVARD CAMBRIA HEIGHTS, NY 11411 (40.690640849, -73.727855931)",40.690640849,-73.727855931,"234-16 LINDEN BOULEVARD CAMBRIA HEIGHTS, NY 11411 ",360810622002002,360810622002
NYC,SOUTH SIDE GOURMET NY INC.,BROOKLYN,NY,11249,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"400 BEDFORD AVENUE BROOKLYN, NY 11249 (40.710597654, -73.963842923)",40.710597654,-73.963842923,"400 BEDFORD AVENUE BROOKLYN, NY 11249 ",360470549002023,360470549002
NYC,AVENUE J GORMET DELI & GRILL INC,BROOKLYN,NY,11210,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"2926 AVENUE J BROOKLYN, NY 11210 (40.626642714, -73.947030461)",40.626642714,-73.947030461,"2926 AVENUE J BROOKLYN, NY 11210 ",360470750002000,360470750002
NYC,WESTCHESTER GROCERY CORP,BRONX,NY,10459,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"987 WESTCHESTER AVENUE BRONX, NY 10459 (40.823592041, -73.894370903)",40.823592041,-73.894370903,"987 WESTCHESTER AVENUE BRONX, NY 10459 ",360050129011001,360050129011
NYC,MAX PIZZA FOOD CENTER INC,BRONX,NY,10453,BRONX,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"45 RICHMAN PLZ BRONX, NY 10453 (40.85197481300003, -73.92240859399999)",40.851974813,-73.922408594,"45 RICHMAN PLZ BRONX, NY 10453 ",360050053001000,360050053001
NYC,STADIUM CONVENIENCE INC,BROOKLYN,NY,11238,BROOKLYN,NEW YORK CITY,CONVENIENCE STORE,07/10/2023,"604 VANDERBILT AVENUE BROOKLYN, NY 11238 (40.678317901, -73.968836318)",40.678317901,-73.968836318,"604 VANDERBILT AVENUE BROOKLYN, NY 11238 ",360470163003000,360470163003
NYC,MANGO GROCERY & MEAT MARKET CORP.,BRONX,NY,10468,BRONX,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"101 EAST 196TH STREET BRONX, NY 10468 (40.86841825, -73.893957675)",40.86841825,-73.893957675,"101 EAST 196TH STREET BRONX, NY 10468 ",360050403031003,360050403031
NYC,KINGS ONE DELI AND GRILL INC I,BROOKLYN,NY,11235,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"1424 SHEEPSHEAD BAY ROAD BROOKLYN, NY 11235 (40.58736369, -73.95449069)",40.58736369,-73.95449069,"1424 SHEEPSHEAD BAY ROAD BROOKLYN, NY 11235 ",360470606001002,360470606001
NYC,RIVINGTON EXOTICS CORP,NEW YORK,NY,10002,NEW YORK CITY,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"210 RIVINGTON STREET NEW YORK, NY 10002 (40.718453303, -73.982700824)",40.718453303,-73.982700824,"210 RIVINGTON STREET NEW YORK, NY 10002 ",360610022012000,360610022012
NYC,ZEE DELI & GRILL CORP,BROOKLYN,NY,11235,BROOKLYN,NEW YORK CITY,GROCERY SUPERMARKET,07/10/2023,"373 NEPTUNE AVENUE BROOKLYN, NY 11235 (40.580662024, -73.966704884)",40.580662024,-73.966704884,"373 NEPTUNE AVENUE BROOKLYN, NY 11235 ",360470366002001,360470366002
